Call / Put,Stock Symbol,Date and Time,Stock Price,Last Trade Date,Strike,Last Price,Bid,Ask
Put,XLI,At close:  4:00PM EDT,76,2018-07-20 10:51AM EDT,69.5,0.53,0,0.03
Put,XLI,At close:  4:00PM EDT,76,2018-07-06 1:04PM EDT,70,0.04,0,0.02
Put,XLI,At close:  4:00PM EDT,76,2018-07-10 3:32PM EDT,70.5,0.04,0,0.09
Put,XLI,At close:  4:00PM EDT,76,2018-07-16 1:22PM EDT,71,0.03,0.02,0.07
Put,XLI,At close:  4:00PM EDT,76,2018-07-16 2:42PM EDT,71.5,0.04,0.02,0.09
Put,XLI,At close:  4:00PM EDT,76,2018-07-25 11:04AM EDT,72,0.09,0.06,0.09
,,,,,,,,
Call,XLU,At close:  4:00PM EDT,52.83,2018-07-26 8:52PM EDT,44.5,7.84,5.8,10.4
Call,XLU,At close:  4:00PM EDT,52.83,2018-07-26 8:52PM EDT,46.5,5.45,3.85,8.5
Call,XLU,At close:  4:00PM EDT,52.83,2018-07-06 10:34AM EDT,48.5,4.57,3.8,3.9
Call,XLU,At close:  4:00PM EDT,52.83,2018-07-26 3:56PM EDT,49,3.86,3.55,3.9
Call,XLU,At close:  4:00PM EDT,52.83,2018-07-25 4:07PM EDT,49.5,2.71,3.05,3.4
Call,XLU,At close:  4:00PM EDT,52.83,2018-07-26 3:01PM EDT,50,2.72,2.59,2.87
Call,XLU,At close:  4:00PM EDT,52.83,2018-07-26 3:51PM EDT,50.5,2.33,2.09,2.38
Call,XLU,At close:  4:00PM EDT,52.83,2018-07-26 3:08PM EDT,51,1.67,1.6,1.88
Call,XLU,At close:  4:00PM EDT,52.83,2018-07-26 3:49PM EDT,51.5,1.33,1.1,1.38
Call,XLU,At close:  4:00PM EDT,52.83,2018-07-26 3:59PM EDT,52,0.86,0.62,0.91
,,,,,,,,
Put,XLU,At close:  4:00PM EDT,52.83,2018-07-26 8:52PM EDT,42,0.03,0,0.02
Put,XLU,At close:  4:00PM EDT,52.83,2018-07-26 8:52PM EDT,42.5,0.01,0,0.02
Put,XLU,At close:  4:00PM EDT,52.83,2018-07-06 10:34AM EDT,44,0.04,0,0.02
Put,XLU,At close:  4:00PM EDT,52.83,2018-07-26 3:56PM EDT,45,0.19,0,0.02
Put,XLU,At close:  4:00PM EDT,52.83,2018-07-25 4:07PM EDT,45.5,0.02,0,0.02
Put,XLU,At close:  4:00PM EDT,52.83,2018-07-26 3:01PM EDT,46,0.02,0,0.13
Put,XLU,At close:  4:00PM EDT,52.83,2018-07-26 3:51PM EDT,46.5,0.04,0.02,0.02
Put,XLU,At close:  4:00PM EDT,52.83,2018-07-26 3:08PM EDT,47,0.03,0,0.02
Put,XLU,At close:  4:00PM EDT,52.83,2018-07-26 3:49PM EDT,47.5,0.03,0,0.02
Put,XLU,At close:  4:00PM EDT,52.83,2018-07-26 3:59PM EDT,48,0.03,0,0.02
,,,,,,,,
Call,XLP,At close:  4:00PM EDT,53.31,2018-07-11 9:33AM EDT,48,4.7,4.65,6
Call,XLP,At close:  4:00PM EDT,53.31,2018-07-05 12:41PM EDT,49,3,3.45,4.65
Call,XLP,At close:  4:00PM EDT,53.31,2018-07-20 12:29PM EDT,50,2.84,2.01,4.45
Call,XLP,At close:  4:00PM EDT,53.31,2018-07-26 3:43PM EDT,50.5,2.83,2.65,2.98
Call,XLP,At close:  4:00PM EDT,53.31,2018-07-26 4:00PM EDT,51,2.34,2.15,2.5
Call,XLP,At close:  4:00PM EDT,53.31,2018-07-26 4:00PM EDT,51.5,1.85,1.65,2
Call,XLP,At close:  4:00PM EDT,53.31,2018-07-26 4:00PM EDT,52,1.35,1.15,1.5
Call,XLP,At close:  4:00PM EDT,53.31,2018-07-26 11:25AM EDT,52.5,0.96,0.68,1.08
Call,XLP,At close:  4:00PM EDT,53.31,2018-07-26 4:00PM EDT,53,0.4,0.23,0.51
Call,XLP,At close:  4:00PM EDT,53.31,2018-07-26 3:55PM EDT,53.5,0.08,0.02,0.13
,,,,,,,,
Put,XLP,At close:  4:00PM EDT,53.31,2018-07-11 9:33AM EDT,48.5,0.16,0,0.09
Put,XLP,At close:  4:00PM EDT,53.31,2018-07-05 12:41PM EDT,49,0.02,0,0.02
Put,XLP,At close:  4:00PM EDT,53.31,2018-07-20 12:29PM EDT,49.5,0.12,0.06,0.02
Put,XLP,At close:  4:00PM EDT,53.31,2018-07-26 3:43PM EDT,50,0.24,0.29,0.02
Put,XLP,At close:  4:00PM EDT,53.31,2018-07-26 4:00PM EDT,50.5,0.03,0,0.03
Put,XLP,At close:  4:00PM EDT,53.31,2018-07-26 4:00PM EDT,51,0.11,0.01,0.06
Put,XLP,At close:  4:00PM EDT,53.31,2018-07-26 4:00PM EDT,51.5,0.09,0.02,0.05
Put,XLP,At close:  4:00PM EDT,53.31,2018-07-26 11:25AM EDT,52,0.02,0,0.07
Put,XLP,At close:  4:00PM EDT,53.31,2018-07-26 4:00PM EDT,52.5,0.08,0,0.07
Put,XLP,At close:  4:00PM EDT,53.31,2018-07-26 3:55PM EDT,53,0.06,0.04,0.15
,,,,,,,,
Call,XLI,At close:  4:00PM EDT,76,2018-07-02 10:08AM EDT,67,4.65,5.25,9.8
Call,XLI,At close:  4:00PM EDT,76,2018-07-16 11:33AM EDT,67.5,6.15,4.8,9.4
Call,XLI,At close:  4:00PM EDT,76,2018-07-26 9:03PM EDT,68.5,5.55,5.2,9.75
Call,XLI,At close:  4:00PM EDT,76,2018-07-09 11:37AM EDT,69.5,4.05,2.85,7.4
Call,XLI,At close:  4:00PM EDT,76,2018-07-20 10:51AM EDT,70,4.45,4.3,4.8
Call,XLI,At close:  4:00PM EDT,76,2018-07-06 1:04PM EDT,70.5,2.38,1.65,6.3
Call,XLI,At close:  4:00PM EDT,76,2018-07-10 3:32PM EDT,71,3.01,1.43,5.8
Call,XLI,At close:  4:00PM EDT,76,2018-07-16 1:22PM EDT,71.5,2.28,0.9,5.4
Call,XLI,At close:  4:00PM EDT,76,2018-07-16 2:42PM EDT,72,1.76,1.26,4.2
Call,XLI,At close:  4:00PM EDT,76,2018-07-25 11:04AM EDT,72.5,1.79,3.35,3.8
,,,,,,,,
Put,XLI,At close:  4:00PM EDT,76,2018-07-02 10:08AM EDT,65,0.25,0.18,0.2
Put,XLI,At close:  4:00PM EDT,76,2018-07-16 11:33AM EDT,67.5,0.01,0.3,0.07
Put,XLI,At close:  4:00PM EDT,76,2018-07-26 9:03PM EDT,68.5,0.33,0.49,0.17
Put,XLI,At close:  4:00PM EDT,76,2018-07-09 11:37AM EDT,69,0.06,0,0.08
Put,XLI,At close:  4:00PM EDT,76,2018-07-20 10:51AM EDT,69.5,0.53,0,0.03
Put,XLI,At close:  4:00PM EDT,76,2018-07-06 1:04PM EDT,70,0.04,0,0.02
Put,XLI,At close:  4:00PM EDT,76,2018-07-10 3:32PM EDT,70.5,0.04,0,0.09
Put,XLI,At close:  4:00PM EDT,76,2018-07-16 1:22PM EDT,71,0.03,0.02,0.07
Put,XLI,At close:  4:00PM EDT,76,2018-07-16 2:42PM EDT,71.5,0.04,0.02,0.09
Put,XLI,At close:  4:00PM EDT,76,2018-07-25 11:04AM EDT,72,0.09,0.06,0.09
,,,,,,,,
Call,XLP,At close:  4:00PM EDT,53.31,2018-07-11 9:33AM EDT,48,4.7,4.65,6
Call,XLP,At close:  4:00PM EDT,53.31,2018-07-05 12:41PM EDT,49,3,3.45,4.65
Call,XLP,At close:  4:00PM EDT,53.31,2018-07-20 12:29PM EDT,50,2.84,2.01,4.45
Call,XLP,At close:  4:00PM EDT,53.31,2018-07-26 3:43PM EDT,50.5,2.83,2.65,2.98
Call,XLP,At close:  4:00PM EDT,53.31,2018-07-26 4:00PM EDT,51,2.34,2.15,2.5
Call,XLP,At close:  4:00PM EDT,53.31,2018-07-26 4:00PM EDT,51.5,1.85,1.65,2
Call,XLP,At close:  4:00PM EDT,53.31,2018-07-26 4:00PM EDT,52,1.35,1.15,1.5
Call,XLP,At close:  4:00PM EDT,53.31,2018-07-26 11:25AM EDT,52.5,0.96,0.68,1.08
Call,XLP,At close:  4:00PM EDT,53.31,2018-07-26 4:00PM EDT,53,0.4,0.23,0.51
Call,XLP,At close:  4:00PM EDT,53.31,2018-07-26 3:55PM EDT,53.5,0.08,0.02,0.13
,,,,,,,,
Put,XLP,At close:  4:00PM EDT,53.31,2018-07-11 9:33AM EDT,48.5,0.16,0,0.09
Put,XLP,At close:  4:00PM EDT,53.31,2018-07-05 12:41PM EDT,49,0.02,0,0.02
Put,XLP,At close:  4:00PM EDT,53.31,2018-07-20 12:29PM EDT,49.5,0.12,0.06,0.02
Put,XLP,At close:  4:00PM EDT,53.31,2018-07-26 3:43PM EDT,50,0.24,0.29,0.02
Put,XLP,At close:  4:00PM EDT,53.31,2018-07-26 4:00PM EDT,50.5,0.03,0,0.03
Put,XLP,At close:  4:00PM EDT,53.31,2018-07-26 4:00PM EDT,51,0.11,0.01,0.06
Put,XLP,At close:  4:00PM EDT,53.31,2018-07-26 4:00PM EDT,51.5,0.09,0.02,0.05
Put,XLP,At close:  4:00PM EDT,53.31,2018-07-26 11:25AM EDT,52,0.02,0,0.07
Put,XLP,At close:  4:00PM EDT,53.31,2018-07-26 4:00PM EDT,52.5,0.08,0,0.07
Put,XLP,At close:  4:00PM EDT,53.31,2018-07-26 3:55PM EDT,53,0.06,0.04,0.15
,,,,,,,,
Call,GOOG,At close:  4:00PM EDT,1268.33,2018-07-24 10:19AM EDT,800,461.48,464.4,473.5
Call,GOOG,At close:  4:00PM EDT,1268.33,2018-07-26 8:53PM EDT,820,441.52,444.4,453.5
Call,GOOG,At close:  4:00PM EDT,1268.33,2018-07-24 10:44AM EDT,900,355.94,364.4,373.5
Call,GOOG,At close:  4:00PM EDT,1268.33,2018-06-29 10:05AM EDT,930,200.28,251.6,259.1
Call,GOOG,At close:  4:00PM EDT,1268.33,1969-12-31 8:00PM EDT,940,183.78,241.7,249.7
Call,GOOG,At close:  4:00PM EDT,1268.33,1969-12-31 8:00PM EDT,960,164.81,221.8,229.8
Call,GOOG,At close:  4:00PM EDT,1268.33,2018-07-20 11:53PM EDT,980,209.74,200.9,210.5
Call,GOOG,At close:  4:00PM EDT,1268.33,2018-07-17 3:49PM EDT,995,205.9,185.8,195.5
Call,GOOG,At close:  4:00PM EDT,1268.33,2018-07-24 3:37PM EDT,1000,247,264.5,273.5
Call,GOOG,At close:  4:00PM EDT,1268.33,2018-07-17 2:09PM EDT,1002.5,198.2,178.9,187.4
,,,,,,,,
Put,GOOG,At close:  4:00PM EDT,1268.33,2018-07-24 10:19AM EDT,800,0.05,0,0.05
Put,GOOG,At close:  4:00PM EDT,1268.33,2018-07-26 8:53PM EDT,840,0.03,0,0.05
Put,GOOG,At close:  4:00PM EDT,1268.33,2018-07-24 10:44AM EDT,860,0.05,0,0.05
Put,GOOG,At close:  4:00PM EDT,1268.33,2018-06-29 10:05AM EDT,880,0.05,0,0.15
Put,GOOG,At close:  4:00PM EDT,1268.33,1969-12-31 8:00PM EDT,900,0.05,0,0.1
Put,GOOG,At close:  4:00PM EDT,1268.33,1969-12-31 8:00PM EDT,910,0.12,0.05,0.15
Put,GOOG,At close:  4:00PM EDT,1268.33,2018-07-20 11:53PM EDT,920,0.45,0,0.6
Put,GOOG,At close:  4:00PM EDT,1268.33,2018-07-17 3:49PM EDT,930,0.6,0,0.55
Put,GOOG,At close:  4:00PM EDT,1268.33,2018-07-24 3:37PM EDT,940,0.22,0,0.6
Put,GOOG,At close:  4:00PM EDT,1268.33,2018-07-17 2:09PM EDT,950,0.03,0,0.15
,,,,,,,,
Call,XLV,At close:  4:00PM EDT,88.6,2018-07-19 9:39AM EDT,77,10.35,7.5,12.3
Call,XLV,At close:  4:00PM EDT,88.6,2018-07-06 11:07AM EDT,82,4,4.65,5.15
Call,XLV,At close:  4:00PM EDT,88.6,2018-07-06 10:59AM EDT,82.5,3.46,2.88,7
Call,XLV,At close:  4:00PM EDT,88.6,2018-07-20 3:45PM EDT,83,3.85,2.67,6.5
Call,XLV,At close:  4:00PM EDT,88.6,2018-07-16 2:42PM EDT,83.5,3.48,3.1,4
Call,XLV,At close:  4:00PM EDT,88.6,2018-07-26 10:50AM EDT,84,4.85,4.35,4.85
Call,XLV,At close:  4:00PM EDT,88.6,2018-07-09 1:20PM EDT,84.5,2.49,0.95,5.5
Call,XLV,At close:  4:00PM EDT,88.6,2018-07-26 3:07PM EDT,85,3.5,3.35,3.85
Call,XLV,At close:  4:00PM EDT,88.6,2018-07-25 2:50PM EDT,85.5,2.83,1.21,5.6
Call,XLV,At close:  4:00PM EDT,88.6,2018-07-25 3:36PM EDT,86,2.42,2.42,2.78
,,,,,,,,
Put,XLV,At close:  4:00PM EDT,88.6,2018-07-19 9:39AM EDT,75,0.09,0,0.03
Put,XLV,At close:  4:00PM EDT,88.6,2018-07-06 11:07AM EDT,78,0.22,0.21,0.05
Put,XLV,At close:  4:00PM EDT,88.6,2018-07-06 10:59AM EDT,80,0.06,0,0.11
Put,XLV,At close:  4:00PM EDT,88.6,2018-07-20 3:45PM EDT,81,0.02,0,0.04
Put,XLV,At close:  4:00PM EDT,88.6,2018-07-16 2:42PM EDT,81.5,0.75,0.12,0.11
Put,XLV,At close:  4:00PM EDT,88.6,2018-07-26 10:50AM EDT,82,0.12,0,0.05
Put,XLV,At close:  4:00PM EDT,88.6,2018-07-09 1:20PM EDT,82.5,0.72,0,0.04
Put,XLV,At close:  4:00PM EDT,88.6,2018-07-26 3:07PM EDT,83,1.01,0,0.04
Put,XLV,At close:  4:00PM EDT,88.6,2018-07-25 2:50PM EDT,83.5,0.01,0,0.02
Put,XLV,At close:  4:00PM EDT,88.6,2018-07-25 3:36PM EDT,84,0.08,0.03,0.06
,,,,,,,,
Call,GOOG,At close:  4:00PM EDT,1268.33,2018-07-24 10:19AM EDT,800,461.48,464.4,473.5
Call,GOOG,At close:  4:00PM EDT,1268.33,2018-07-26 8:53PM EDT,820,441.52,444.4,453.5
Call,GOOG,At close:  4:00PM EDT,1268.33,2018-07-24 10:44AM EDT,900,355.94,364.4,373.5
Call,GOOG,At close:  4:00PM EDT,1268.33,2018-06-29 10:05AM EDT,930,200.28,251.6,259.1
Call,GOOG,At close:  4:00PM EDT,1268.33,1969-12-31 8:00PM EDT,940,183.78,241.7,249.7
Call,GOOG,At close:  4:00PM EDT,1268.33,1969-12-31 8:00PM EDT,960,164.81,221.8,229.8
Call,GOOG,At close:  4:00PM EDT,1268.33,2018-07-20 11:53PM EDT,980,209.74,200.9,210.5
Call,GOOG,At close:  4:00PM EDT,1268.33,2018-07-17 3:49PM EDT,995,205.9,185.8,195.5
Call,GOOG,At close:  4:00PM EDT,1268.33,2018-07-24 3:37PM EDT,1000,247,264.5,273.5
Call,GOOG,At close:  4:00PM EDT,1268.33,2018-07-17 2:09PM EDT,1002.5,198.2,178.9,187.4
,,,,,,,,
Put,GOOG,At close:  4:00PM EDT,1268.33,2018-07-24 10:19AM EDT,800,0.05,0,0.05
Put,GOOG,At close:  4:00PM EDT,1268.33,2018-07-26 8:53PM EDT,840,0.03,0,0.05
Put,GOOG,At close:  4:00PM EDT,1268.33,2018-07-24 10:44AM EDT,860,0.05,0,0.05
Put,GOOG,At close:  4:00PM EDT,1268.33,2018-06-29 10:05AM EDT,880,0.05,0,0.15
Put,GOOG,At close:  4:00PM EDT,1268.33,1969-12-31 8:00PM EDT,900,0.05,0,0.1
Put,GOOG,At close:  4:00PM EDT,1268.33,1969-12-31 8:00PM EDT,910,0.12,0.05,0.15
Put,GOOG,At close:  4:00PM EDT,1268.33,2018-07-20 11:53PM EDT,920,0.45,0,0.6
Put,GOOG,At close:  4:00PM EDT,1268.33,2018-07-17 3:49PM EDT,930,0.6,0,0.55
Put,GOOG,At close:  4:00PM EDT,1268.33,2018-07-24 3:37PM EDT,940,0.22,0,0.6
Put,GOOG,At close:  4:00PM EDT,1268.33,2018-07-17 2:09PM EDT,950,0.03,0,0.15
,,,,,,,,
Call,XLK,At close:  4:00PM EDT,73.1,2018-07-03 12:51PM EDT,65,4.75,5.05,9.9
Call,XLK,At close:  4:00PM EDT,73.1,2018-07-23 12:25PM EDT,67,5.79,3.65,8.5
Call,XLK,At close:  4:00PM EDT,73.1,2018-07-24 12:55PM EDT,68,5.26,2.7,7.5
Call,XLK,At close:  4:00PM EDT,73.1,2018-07-03 11:06AM EDT,68.5,2.3,1.6,6.5
Call,XLK,At close:  4:00PM EDT,73.1,2018-07-17 3:36PM EDT,69,4.03,1.1,6
Call,XLK,At close:  4:00PM EDT,73.1,2018-07-26 11:18AM EDT,69.5,3.7,1.15,6
Call,XLK,At close:  4:00PM EDT,73.1,2018-07-26 1:01PM EDT,70,3.05,1.57,4.85
Call,XLK,At close:  4:00PM EDT,73.1,2018-07-26 2:03PM EDT,70.5,2.58,1.37,4.6
Call,XLK,At close:  4:00PM EDT,73.1,2018-07-26 12:18PM EDT,71,2.21,1.72,4.35
Call,XLK,At close:  4:00PM EDT,73.1,2018-07-25 12:43PM EDT,71.5,2.39,0.74,4.35
,,,,,,,,
Put,XLK,At close:  4:00PM EDT,73.1,2018-07-03 12:51PM EDT,60,0.01,0,0.75
Put,XLK,At close:  4:00PM EDT,73.1,2018-07-23 12:25PM EDT,64,0.25,0.03,0.75
Put,XLK,At close:  4:00PM EDT,73.1,2018-07-24 12:55PM EDT,65,0.01,0,0.75
Put,XLK,At close:  4:00PM EDT,73.1,2018-07-03 11:06AM EDT,65.5,0.63,0.32,0.75
Put,XLK,At close:  4:00PM EDT,73.1,2018-07-17 3:36PM EDT,66,0.1,0,0.75
Put,XLK,At close:  4:00PM EDT,73.1,2018-07-26 11:18AM EDT,66.5,0.1,0,0.75
Put,XLK,At close:  4:00PM EDT,73.1,2018-07-26 1:01PM EDT,67,0.02,0,0.75
Put,XLK,At close:  4:00PM EDT,73.1,2018-07-26 2:03PM EDT,68,0.01,0,5
Put,XLK,At close:  4:00PM EDT,73.1,2018-07-26 12:18PM EDT,68.5,0.02,0,5
Put,XLK,At close:  4:00PM EDT,73.1,2018-07-25 12:43PM EDT,69,0.04,0,2
,,,,,,,,
Call,XLV,At close:  4:00PM EDT,88.6,2018-07-19 9:39AM EDT,77,10.35,7.5,12.3
Call,XLV,At close:  4:00PM EDT,88.6,2018-07-06 11:07AM EDT,82,4,4.65,5.15
Call,XLV,At close:  4:00PM EDT,88.6,2018-07-06 10:59AM EDT,82.5,3.46,2.88,7
Call,XLV,At close:  4:00PM EDT,88.6,2018-07-20 3:45PM EDT,83,3.85,2.67,6.5
Call,XLV,At close:  4:00PM EDT,88.6,2018-07-16 2:42PM EDT,83.5,3.48,3.1,4
Call,XLV,At close:  4:00PM EDT,88.6,2018-07-26 10:50AM EDT,84,4.85,4.35,4.85
Call,XLV,At close:  4:00PM EDT,88.6,2018-07-09 1:20PM EDT,84.5,2.49,0.95,5.5
Call,XLV,At close:  4:00PM EDT,88.6,2018-07-26 3:07PM EDT,85,3.5,3.35,3.85
Call,XLV,At close:  4:00PM EDT,88.6,2018-07-25 2:50PM EDT,85.5,2.83,1.21,5.6
Call,XLV,At close:  4:00PM EDT,88.6,2018-07-25 3:36PM EDT,86,2.42,2.42,2.78
,,,,,,,,
Put,XLV,At close:  4:00PM EDT,88.6,2018-07-19 9:39AM EDT,75,0.09,0,0.03
Put,XLV,At close:  4:00PM EDT,88.6,2018-07-06 11:07AM EDT,78,0.22,0.21,0.05
Put,XLV,At close:  4:00PM EDT,88.6,2018-07-06 10:59AM EDT,80,0.06,0,0.11
Put,XLV,At close:  4:00PM EDT,88.6,2018-07-20 3:45PM EDT,81,0.02,0,0.04
Put,XLV,At close:  4:00PM EDT,88.6,2018-07-16 2:42PM EDT,81.5,0.75,0.12,0.11
Put,XLV,At close:  4:00PM EDT,88.6,2018-07-26 10:50AM EDT,82,0.12,0,0.05
Put,XLV,At close:  4:00PM EDT,88.6,2018-07-09 1:20PM EDT,82.5,0.72,0,0.04
Put,XLV,At close:  4:00PM EDT,88.6,2018-07-26 3:07PM EDT,83,1.01,0,0.04
Put,XLV,At close:  4:00PM EDT,88.6,2018-07-25 2:50PM EDT,83.5,0.01,0,0.02
Put,XLV,At close:  4:00PM EDT,88.6,2018-07-25 3:36PM EDT,84,0.08,0.03,0.06
,,,,,,,,
Call,XLK,At close:  4:00PM EDT,73.1,2018-07-03 12:51PM EDT,65,4.75,5.05,9.9
Call,XLK,At close:  4:00PM EDT,73.1,2018-07-23 12:25PM EDT,67,5.79,3.65,8.5
Call,XLK,At close:  4:00PM EDT,73.1,2018-07-24 12:55PM EDT,68,5.26,2.7,7.5
Call,XLK,At close:  4:00PM EDT,73.1,2018-07-03 11:06AM EDT,68.5,2.3,1.6,6.5
Call,XLK,At close:  4:00PM EDT,73.1,2018-07-17 3:36PM EDT,69,4.03,1.1,6
Call,XLK,At close:  4:00PM EDT,73.1,2018-07-26 11:18AM EDT,69.5,3.7,1.15,6
Call,XLK,At close:  4:00PM EDT,73.1,2018-07-26 1:01PM EDT,70,3.05,1.57,4.85
Call,XLK,At close:  4:00PM EDT,73.1,2018-07-26 2:03PM EDT,70.5,2.58,1.37,4.6
Call,XLK,At close:  4:00PM EDT,73.1,2018-07-26 12:18PM EDT,71,2.21,1.72,4.35
Call,XLK,At close:  4:00PM EDT,73.1,2018-07-25 12:43PM EDT,71.5,2.39,0.74,4.35
,,,,,,,,
Put,XLK,At close:  4:00PM EDT,73.1,2018-07-03 12:51PM EDT,60,0.01,0,0.75
Put,XLK,At close:  4:00PM EDT,73.1,2018-07-23 12:25PM EDT,64,0.25,0.03,0.75
Put,XLK,At close:  4:00PM EDT,73.1,2018-07-24 12:55PM EDT,65,0.01,0,0.75
Put,XLK,At close:  4:00PM EDT,73.1,2018-07-03 11:06AM EDT,65.5,0.63,0.32,0.75
Put,XLK,At close:  4:00PM EDT,73.1,2018-07-17 3:36PM EDT,66,0.1,0,0.75
Put,XLK,At close:  4:00PM EDT,73.1,2018-07-26 11:18AM EDT,66.5,0.1,0,0.75
Put,XLK,At close:  4:00PM EDT,73.1,2018-07-26 1:01PM EDT,67,0.02,0,0.75
Put,XLK,At close:  4:00PM EDT,73.1,2018-07-26 2:03PM EDT,68,0.01,0,5
Put,XLK,At close:  4:00PM EDT,73.1,2018-07-26 12:18PM EDT,68.5,0.02,0,5
Put,XLK,At close:  4:00PM EDT,73.1,2018-07-25 12:43PM EDT,69,0.04,0,2
